"player_name","player_id","game_year","woba_denom","bbe","woba","est_woba","xwoba","sa_xwoba","xwobacon","sa_xwobacon"
"Escobar, Alcides",444876,2021,347,267,0.325,0.309,0.319,0.318,92.6012809740991,92.051423077277
"Escobar, Alcides",444876,2022,131,92,0.242,0.233,0.243,0.24,26.9207316406851,26.5490898602656
"Jay, Jon",445055,2020,57,41,0.199,0.275,0.268,0.194,12.4482221968899,8.23372369369332
"Jay, Jon",445055,2021,14,12,0.314,0.185,0.212,0.218,2.9729012132309,3.05332679025681
"Wieters, Matt",446308,2020,40,26,0.252,0.323,0.312,0.284,8.98700734348114,7.87891350929236
"Longoria, Evan",446334,2020,208,155,0.308,0.364,0.354,0.356,64.4352291577167,64.9712501624711
"Longoria, Evan",446334,2021,287,187,0.352,0.351,0.361,0.362,81.2977052515659,81.3936849322926
"Longoria, Evan",446334,2022,296,186,0.33,0.324,0.338,0.346,81.0809931275612,83.4306093087972
"Longoria, Evan",446334,2023,236,141,0.308,0.324,0.335,0.339,62.8637236291839,63.9332762072488
"Hill, Rich",448179,2021,24,16,0.11,0.086,0.133,0.142,3.19654477985703,3.41946481795646
"Davis, Chris",448801,2020,54,34,0.154,0.182,0.172,0.181,7.20708634562198,7.69381066597495
"Morton, Charlie",450203,2021,55,31,0.118,0.134,0.159,0.173,8.72074848407497,9.49066958006408
"Fowler, Dexter",451594,2020,101,62,0.31,0.292,0.279,0.284,20.4751647325623,21.0133521733267
"Flowers, Tyler",452095,2020,80,35,0.303,0.282,0.276,0.269,14.3687390630685,13.8111982423816
"Pence, Hunter",452254,2020,55,36,0.18,0.318,0.315,0.29,14.5134952545187,13.1657030454022
"Cabrera, Asdrúbal",452678,2020,212,153,0.319,0.317,0.31,0.298,52.4196745442404,49.8381369529579
"Cabrera, Asdrúbal",452678,2021,351,233,0.297,0.286,0.289,0.297,74.9146314350825,77.8075593834951
"Scherzer, Max",453286,2021,59,34,0,0.076,0.073,0.064,4.2783404766901,3.7650392801064
"Arrieta, Jake",453562,2021,26,11,0.182,0.15,0.187,0.191,2.76294793584117,2.86614899871424
"Blackmon, Charlie",453568,2020,242,181,0.34,0.331,0.325,0.325,66.7822462768502,66.755080600989
"Blackmon, Charlie",453568,2021,581,426,0.333,0.359,0.365,0.347,167.310734285553,156.856728952051
"Blackmon, Charlie",453568,2022,567,424,0.317,0.301,0.311,0.313,151.181285492544,152.154497836777
"Blackmon, Charlie",453568,2023,413,308,0.35,0.339,0.347,0.345,108.305142264604,107.539315385848
"Frazier, Todd",453943,2020,169,112,0.3,0.294,0.284,0.295,37.5760416766754,39.3584653559832
"Frazier, Todd",453943,2021,40,29,0.163,0.262,0.27,0.285,7.28474114258121,7.90849686584216
"Maldonado, Martín",455117,2020,163,86,0.326,0.316,0.312,0.32,31.3276157236443,32.6100428151457
"Maldonado, Martín",455117,2021,425,247,0.258,0.267,0.276,0.275,81.5348156030713,81.1705743922922
"Maldonado, Martín",455117,2022,374,233,0.264,0.253,0.264,0.267,78.3017428902337,79.6881666285006
"Maldonado, Martín",455117,2023,395,235,0.266,0.267,0.281,0.287,87.7535017741531,90.2475128639067
"Chirinos, Robinson",455139,2020,81,53,0.216,0.231,0.233,0.22,13.9822613857589,12.9048644071386
"Chirinos, Robinson",455139,2021,111,62,0.336,0.291,0.291,0.327,22.5118456353814,26.549601734008
"Chirinos, Robinson",455139,2022,219,130,0.251,0.245,0.25,0.265,38.7558464182016,42.0000333286447
"Markakis, Nick",455976,2020,140,106,0.307,0.31,0.318,0.316,36.8544625850262,36.5124200894454
"Kratz, Erik",456124,2020,30,22,0.335,0.294,0.293,0.312,7.39309777609565,7.95853311128383
"Cueto, Johnny",456501,2021,32,25,0.12,0.161,0.193,0.196,4.07278430981786,4.17300326165655
"Cain, Lorenzo",456715,2020,20,16,0.352,0.419,0.41,0.389,6.79801239748004,6.37065117040357
"Cain, Lorenzo",456715,2021,285,209,0.319,0.317,0.326,0.32,73.3431213726314,71.6175179426328
"Cain, Lorenzo",456715,2022,156,110,0.212,0.23,0.246,0.253,31.3448293523969,32.5059111466406
"Solano, Donovan",456781,2020,202,151,0.357,0.32,0.319,0.34,56.0543458088755,60.2976174891458
"Solano, Donovan",456781,2021,341,254,0.324,0.335,0.346,0.35,97.0527937355178,98.2085812743538
"Solano, Donovan",456781,2022,300,216,0.319,0.315,0.33,0.322,83.0328150087373,80.5356213989708
"Solano, Donovan",456781,2023,449,295,0.338,0.351,0.355,0.354,121.752962886629,121.2285509272
"McCutchen, Andrew",457705,2020,239,168,0.327,0.358,0.35,0.348,67.5028594411372,67.1102819867698
"McCutchen, Andrew",457705,2021,571,356,0.335,0.344,0.353,0.357,143.416401478089,145.681655860529
"McCutchen, Andrew",457705,2022,578,394,0.309,0.325,0.342,0.342,155.733821552935,155.763100111234
"McCutchen, Andrew",457705,2023,471,293,0.345,0.353,0.36,0.372,115.192417692067,120.463227712227
"Upton, Justin",457708,2020,166,105,0.307,0.329,0.319,0.319,40.4063961483965,40.4121519289696
"Upton, Justin",457708,2021,360,212,0.305,0.322,0.328,0.341,89.9450959243524,94.8549959097797
"Upton, Justin",457708,2022,56,24,0.231,0.249,0.249,0.28,7.63424909048107,9.39492667830865
"Maybin, Cameron",457727,2020,100,67,0.302,0.298,0.296,0.309,23.9532133662396,25.279425933689
"Maybin, Cameron",457727,2021,33,16,0.133,0.189,0.199,0.209,3.0657530857255,3.41178570400046
"Turner, Justin",457759,2020,174,124,0.376,0.403,0.391,0.378,51.3066813356231,48.9118876777409
"Turner, Justin",457759,2021,611,440,0.358,0.359,0.371,0.358,175.730788220172,167.384744756499
"Turner, Justin",457759,2022,530,386,0.343,0.339,0.353,0.349,148.618926374005,146.579560906087
"Turner, Justin",457759,2023,625,454,0.346,0.336,0.343,0.341,170.722871959576,169.752571859694
"Posey, Buster",457763,2021,449,310,0.379,0.361,0.369,0.383,129.166993330395,135.357494437046
"Bruce, Jay",457803,2020,102,72,0.297,0.322,0.316,0.315,28.0136666080344,27.9038841712147
"Bruce, Jay",457803,2021,39,21,0.217,0.231,0.242,0.245,5.94892968401892,6.0700106958131
"Happ, J.A.",457918,2021,15,9,0.046,0.124,0.11,0.08,0.951458098315124,0.496062391147104
"Votto, Joey",458015,2020,222,143,0.347,0.369,0.372,0.36,57.4232328087399,54.7482124909664
"Votto, Joey",458015,2021,527,325,0.391,0.406,0.413,0.402,164.917785527161,159.456679336842
"Votto, Joey",458015,2022,374,223,0.31,0.322,0.336,0.334,87.8674479888585,87.1460825010174
"Votto, Joey",458015,2023,242,146,0.326,0.298,0.315,0.319,52.504304403014,53.5185784481142
"Gardner, Brett",458731,2020,158,96,0.332,0.327,0.328,0.32,32.9371891393074,31.6576158055427
"Gardner, Brett",458731,2021,451,293,0.305,0.296,0.31,0.304,95.922141530292,92.9968054929299
"Joyce, Matt",459964,2020,147,86,0.31,0.31,0.311,0.277,31.7010665392155,26.6747173892202
"Joyce, Matt",459964,2021,67,40,0.219,0.275,0.278,0.278,10.9363904910104,10.8982890971058
"Braun, Ryan",460075,2020,140,102,0.322,0.342,0.336,0.341,40.7024334570149,41.4325258290695
"Butera, Drew",460077,2020,42,30,0.176,0.152,0.157,0.168,5.17727898081422,5.64900498793067
"Butera, Drew",460077,2021,33,20,0.091,0.149,0.19,0.162,6.25738669835886,5.35190500109263
"Gordon, Alex",460086,2020,184,126,0.275,0.301,0.301,0.284,40.671015505218,37.6359350926703
"Kemp, Matt",461314,2020,131,75,0.322,0.321,0.309,0.317,30.6366918421298,31.6674457055132
"Romine, Andrew",461865,2021,64,36,0.223,0.217,0.218,0.219,11.1203866832735,11.2253264729972
"Andrus, Elvis",462101,2020,111,88,0.255,0.295,0.3,0.284,27.7119265240889,25.9504110509932
"Andrus, Elvis",462101,2021,534,421,0.27,0.308,0.321,0.313,146.813696512938,142.780814153518
"Andrus, Elvis",462101,2022,575,441,0.31,0.293,0.303,0.316,144.992660954404,152.510168769321
"Andrus, Elvis",462101,2023,402,304,0.29,0.267,0.281,0.286,93.414796336738,95.449351202678
"Cervelli, Francisco",465041,2020,61,38,0.351,0.353,0.338,0.349,14.3407545801376,14.9614610302334
"Sandoval, Pablo",467055,2020,93,65,0.252,0.292,0.298,0.281,21.4155517788455,19.8620741248222
"Sandoval, Pablo",467055,2021,86,48,0.291,0.316,0.32,0.314,18.3972697288926,17.9060556321811
"Ramos, Wilson",467092,2020,155,112,0.297,0.316,0.32,0.321,41.217516629746,41.3223192529568
"Ramos, Wilson",467092,2021,163,116,0.275,0.308,0.314,0.328,44.9282950558095,47.1625963150525
"Santana, Carlos",467793,2020,252,161,0.316,0.372,0.36,0.345,57.8284737984588,54.0978816245293
"Santana, Carlos",467793,2021,655,467,0.294,0.335,0.341,0.333,163.041766027641,157.900454088008
"Santana, Carlos",467793,2022,504,345,0.308,0.352,0.364,0.348,133.769702666151,125.898649850438
"Santana, Carlos",467793,2023,617,449,0.323,0.308,0.318,0.324,150.740501689461,154.708760660882
"Parra, Gerardo",467827,2021,106,69,0.282,0.253,0.262,0.268,22.2167075966588,22.7639853068702
"Mercer, Jordy",474568,2020,22,18,0.224,0.256,0.272,0.286,4.58222267421455,4.89262311200368
"Mercer, Jordy",474568,2021,127,84,0.294,0.284,0.292,0.316,30.7298295714498,33.8881769786685
"Belt, Brandon",474832,2020,178,113,0.427,0.422,0.419,0.414,54.2156373624406,53.3180766595596
"Belt, Brandon",474832,2021,378,223,0.406,0.374,0.379,0.387,106.835683160071,110.07205183971
"Belt, Brandon",474832,2022,296,174,0.303,0.326,0.333,0.316,69.8592348525662,64.762389503146
"Belt, Brandon",474832,2023,403,200,0.369,0.336,0.344,0.351,95.3742707319243,97.9839167676187
"Smoak, Justin",475253,2020,132,78,0.265,0.26,0.259,0.268,25.7336397944859,26.9730971864242
"Zimmerman, Ryan",475582,2021,273,180,0.319,0.3,0.31,0.32,73.3968689905958,76.1240751648761
"Lowrie, Jed",476704,2021,511,353,0.311,0.343,0.351,0.341,144.297803533407,139.232155770942
"Lowrie, Jed",476704,2022,184,130,0.23,0.247,0.255,0.263,36.4123455002137,37.8228760185329
"Kershaw, Clayton",477132,2021,37,27,0.209,0.213,0.225,0.216,7.63912943054248,7.27999803633998
"Avila, Alex",488671,2020,62,27,0.305,0.324,0.321,0.322,10.7980364711497,10.8863076155931
"Avila, Alex",488671,2021,109,53,0.311,0.297,0.31,0.324,19.7385473582071,21.2755743253961
"Brantley, Michael",488726,2020,187,142,0.362,0.325,0.323,0.337,48.4396326990986,51.2081277943335
"Brantley, Michael",488726,2021,507,417,0.347,0.361,0.375,0.371,164.003865076401,162.28684234914
"Brantley, Michael",488726,2022,271,212,0.345,0.374,0.388,0.368,84.2628837285766,78.8173588924225
"Brantley, Michael",488726,2023,57,53,0.309,0.286,0.294,0.296,15.3723481804353,15.472624598126
"Castro, Jason",488771,2020,92,47,0.294,0.352,0.343,0.329,23.1117945584968,21.847498809133
"Castro, Jason",488771,2021,175,96,0.347,0.376,0.389,0.391,49.0933273394507,49.5826490702634
"Castro, Jason",488771,2022,88,39,0.183,0.239,0.245,0.235,15.2580806562189,14.4169656546374
"Miley, Wade",489119,2021,57,43,0.21,0.238,0.264,0.242,12.9717220548892,11.7189201749668
"Morrison, Logan",489149,2020,27,16,0.221,0.279,0.25,0.275,4.64697948194896,5.31220330665645
"Cespedes, Yoenis",493316,2020,34,16,0.267,0.304,0.284,0.311,7.5484873654287,8.47511403511992
"Gurriel, Yuli",493329,2020,228,187,0.281,0.318,0.318,0.308,62.709887446855,60.4695067926111
"Gurriel, Yuli",493329,2021,603,474,0.363,0.326,0.337,0.347,160.620235875175,166.62167079815
"Gurriel, Yuli",493329,2022,581,472,0.285,0.271,0.287,0.291,141.326544714655,143.812853364244
"Gurriel, Yuli",493329,2023,325,257,0.287,0.273,0.285,0.279,75.8096093458184,73.8200561345009
"Campbell, Eric",493472,2021,12,10,0.277,0.307,0.307,0.261,2.98144387253659,2.43062723740111
"Rojas, Miguel",500743,2020,140,106,0.379,0.332,0.334,0.344,35.6249867964578,37.0117807040585
"Rojas, Miguel",500743,2021,537,422,0.311,0.292,0.301,0.308,132.28565794699,136.240550426443
"Rojas, Miguel",500743,2022,504,413,0.268,0.293,0.308,0.301,133.667249802864,129.825055616602
"Rojas, Miguel",500743,2023,421,344,0.271,0.288,0.301,0.3,105.076065292108,104.717489491228
"Escobar, Eduardo",500871,2020,217,162,0.257,0.306,0.295,0.304,54.9104648016688,56.9011468862162
"Escobar, Eduardo",500871,2021,597,425,0.334,0.328,0.331,0.337,164.035226162331,167.389912413424
"Escobar, Eduardo",500871,2022,538,371,0.311,0.314,0.329,0.319,150.405933136975,145.147682124308
"Escobar, Eduardo",500871,2023,304,209,0.267,0.244,0.252,0.265,63.8711357470813,68.0949346008848
"Martínez, José",500874,2020,97,61,0.248,0.288,0.289,0.294,21.7052228513899,22.2345475909929
"Adrianza, Ehire",501303,2020,100,65,0.257,0.279,0.272,0.269,18.8034132277921,18.4939499430056
"Adrianza, Ehire",501303,2021,207,143,0.316,0.314,0.328,0.312,51.7896499019757,48.4266041513456
"Adrianza, Ehire",501303,2022,110,73,0.222,0.274,0.287,0.272,23.1336639239796,21.5482785181786
"Lagares, Juan",501571,2021,322,237,0.274,0.282,0.304,0.309,88.8436728043401,90.3125173976316
"Lagares, Juan",501571,2022,62,45,0.203,0.242,0.257,0.248,14.5374188273703,13.9978899482044
"Almonte, Abraham",501659,2021,174,110,0.321,0.317,0.33,0.348,39.302094842262,42.3572092650456
"Almonte, Abraham",501659,2022,37,23,0.306,0.234,0.25,0.248,7.85969107348345,7.78969068486404
"Almonte, Abraham",501659,2023,16,7,0.121,0.185,0.19,0.203,2.33727361796712,2.54543727904265
"Davis, Khris",501981,2020,99,60,0.284,0.32,0.318,0.312,22.3637248942669,21.7622193995196
"Davis, Khris",501981,2021,114,73,0.274,0.311,0.32,0.331,29.5366942387285,30.7562509435312
"Gibson, Kyle",502043,2021,29,20,0.16,0.136,0.157,0.174,4.55522296926908,5.05521139581969
"Pham, Tommy",502054,2020,123,80,0.284,0.353,0.359,0.36,32.9773533829899,33.1231401966466
"Pham, Tommy",502054,2021,557,350,0.318,0.35,0.358,0.346,144.296451288538,137.646747988889
"Pham, Tommy",502054,2022,620,389,0.304,0.311,0.326,0.319,158.167672880196,153.746432588307
"Pham, Tommy",502054,2023,480,326,0.332,0.361,0.374,0.372,145.785651604337,145.14408288641
"Martinez, J.D.",502110,2020,233,153,0.29,0.318,0.307,0.286,56.7895703760405,52.0521847311494
"Martinez, J.D.",502110,2021,628,425,0.364,0.374,0.38,0.38,202.213696212387,202.30036053526
"Martinez, J.D.",502110,2022,593,391,0.343,0.349,0.359,0.361,174.180091413574,175.665959453108
"Martinez, J.D.",502110,2023,477,292,0.369,0.369,0.376,0.375,154.866683409521,154.23606613125
"Espino, Paolo",502179,2021,30,18,0.147,0.182,0.202,0.202,6.05945351610822,6.0501031998907
"Reddick, Josh",502210,2020,209,146,0.304,0.303,0.3,0.3,48.7912052489661,48.5967638866795
"Reddick, Josh",502210,2021,158,121,0.283,0.285,0.294,0.288,42.2745034806605,41.3238156184151
"Freeman, Mike",502273,2020,43,28,0.275,0.254,0.25,0.245,7.93328069355726,7.75484229757533
"Freeman, Mike",502273,2021,64,39,0.206,0.232,0.245,0.225,12.1577890813836,10.9073351723159
"Dyson, Jarrod",502481,2020,65,51,0.192,0.229,0.234,0.211,12.4317637115477,10.9069414503416
"Dyson, Jarrod",502481,2021,146,106,0.243,0.251,0.268,0.267,32.0861736060764,31.996555274779
"Murphy, Daniel",502517,2020,130,103,0.259,0.267,0.277,0.261,32.5338364957577,30.4763389946824
"Goldschmidt, Paul",502671,2020,231,149,0.387,0.396,0.388,0.399,62.9175613969522,65.5930337142469
"Goldschmidt, Paul",502671,2021,676,471,0.373,0.397,0.404,0.411,224.989820737549,229.469972163566
"Goldschmidt, Paul",502671,2022,648,422,0.419,0.367,0.382,0.386,189.262277500669,192.16536665047
"Goldschmidt, Paul",502671,2023,681,435,0.35,0.367,0.374,0.37,195.61116088826,193.499426519642
"Gonzalez, Marwin",503556,2020,199,138,0.269,0.314,0.313,0.299,48.2780805954516,45.5216789557147
"Gonzalez, Marwin",503556,2021,305,199,0.259,0.281,0.296,0.297,69.8431111417037,70.4058462662089
"Gonzalez, Marwin",503556,2022,203,134,0.257,0.282,0.297,0.296,47.7346372913162,47.4394061680908
"Darvish, Yu",506433,2021,54,29,0.108,0.151,0.156,0.159,7.72320494949894,7.9086276023271
"León, Sandy",506702,2020,80,44,0.259,0.301,0.296,0.297,13.1542500265888,13.2413569541748
"León, Sandy",506702,2021,219,140,0.225,0.216,0.225,0.231,38.8373182906952,40.0092456207797
"León, Sandy",506702,2022,84,46,0.246,0.263,0.276,0.274,14.0835882815901,13.902477491753
"León, Sandy",506702,2023,43,22,0.173,0.168,0.178,0.175,6.2624263102663,6.11930101247864
"Sanchez, Adrián",506703,2021,37,31,0.271,0.252,0.245,0.237,7.67962582496812,7.35906655137102
"Altuve, Jose",514888,2020,209,152,0.278,0.288,0.297,0.3,49.3759892252266,50.0783996066101
"Altuve, Jose",514888,2021,674,517,0.357,0.332,0.343,0.359,184.608157529931,195.336121193473
"Altuve, Jose",514888,2022,599,438,0.397,0.354,0.37,0.392,169.774005985805,182.786252221624
"Altuve, Jose",514888,2023,409,290,0.393,0.331,0.344,0.347,106.370114695718,107.711746268257
"Hernández, César",514917,2020,260,177,0.335,0.33,0.324,0.314,65.9253934800287,63.5603923212297
"Hernández, César",514917,2021,632,434,0.302,0.311,0.319,0.312,158.277249907198,154.080797708937
"Hernández, César",514917,2022,611,448,0.283,0.29,0.309,0.307,152.295372362611,151.370018137115
"Segura, Jean",516416,2020,214,148,0.333,0.318,0.325,0.331,54.0526253422948,55.3954383007504
"Segura, Jean",516416,2021,561,438,0.338,0.319,0.325,0.325,150.574926310286,150.730417482574
"Segura, Jean",516416,2022,383,294,0.32,0.303,0.321,0.318,101.185160650103,100.077182607934
"Segura, Jean",516416,2023,319,251,0.25,0.281,0.294,0.276,78.4100416111816,72.7033732183131
"Castro, Starlin",516770,2020,63,47,0.32,0.288,0.284,0.307,15.8160687773069,17.2454476408829
"Castro, Starlin",516770,2021,344,256,0.309,0.324,0.332,0.33,96.8641825033224,96.0198838686251
"Marte, Starling",516782,2020,247,186,0.333,0.326,0.324,0.322,66.0610392323858,65.419813502233
"Marte, Starling",516782,2021,523,371,0.364,0.347,0.358,0.354,149.229972454913,147.393531053526
"Marte, Starling",516782,2022,505,369,0.355,0.336,0.347,0.343,147.844112426895,145.974495135275
"Marte, Starling",516782,2023,337,247,0.278,0.312,0.322,0.317,92.3241890087952,90.5679307633471
"Bumgarner, Madison",518516,2021,50,13,0.217,0.22,0.227,0.238,4.35493161053131,4.88243496631854
"Colón, Christian",518568,2020,24,20,0.154,0.181,0.202,0.226,4.13675798467566,4.72012772252394
"Culberson, Charlie",518586,2021,266,188,0.292,0.269,0.285,0.3,63.3232069958815,67.08358396495
"Culberson, Charlie",518586,2022,120,88,0.281,0.251,0.276,0.285,29.6235056152351,30.7439100703463
"d'Arnaud, Travis",518595,2020,183,115,0.392,0.385,0.387,0.377,58.2192135686929,56.3653312362483
"d'Arnaud, Travis",518595,2021,229,157,0.291,0.312,0.321,0.34,60.2081148792853,64.5779142073058
"d'Arnaud, Travis",518595,2022,423,303,0.343,0.313,0.321,0.334,114.938905378565,120.085098263147
"d'Arnaud, Travis",518595,2023,290,200,0.297,0.326,0.338,0.339,81.0904883632932,81.6019435602142
"Dietrich, Derek",518618,2020,75,40,0.351,0.376,0.362,0.391,17.3225106012051,19.4977287942436
"Donaldson, Josh",518626,2020,100,57,0.362,0.347,0.347,0.361,21.3980691388125,22.8277272479604
"Donaldson, Josh",518626,2021,540,350,0.353,0.388,0.392,0.403,158.45209137889,164.609849437825
"Donaldson, Josh",518626,2022,544,335,0.302,0.299,0.312,0.332,127.091030965535,137.816629397819
"Donaldson, Josh",518626,2023,189,117,0.284,0.325,0.334,0.334,47.7705854453211,47.7436593651645
"Freeman, Freddie",518692,2020,254,176,0.456,0.466,0.457,0.461,87.4662285983304,88.4885948349855
"Freeman, Freddie",518692,2021,679,494,0.379,0.416,0.428,0.427,235.691457422875,235.438693828216
"Freeman, Freddie",518692,2022,693,514,0.393,0.403,0.419,0.408,236.17719304279,229.05527570001
"Freeman, Freddie",518692,2023,715,519,0.411,0.408,0.419,0.429,247.3206286139,253.960501011181
"Grandal, Yasmani",518735,2020,194,105,0.338,0.327,0.319,0.325,40.2598302600052,41.4423128535295
"Grandal, Yasmani",518735,2021,374,203,0.402,0.412,0.42,0.421,94.0394929816178,94.4252833178666
"Grandal, Yasmani",518735,2022,375,250,0.263,0.29,0.295,0.284,78.426265615283,74.3172094213761
"Grandal, Yasmani",518735,2023,404,279,0.288,0.282,0.283,0.275,86.8375765183993,83.817761456423
"Heyward, Jason",518792,2020,180,112,0.368,0.381,0.383,0.368,47.3079542757671,44.4648956192382
"Heyward, Jason",518792,2021,349,252,0.275,0.294,0.306,0.288,86.4513682773561,80.1412470232387
"Heyward, Jason",518792,2022,151,105,0.253,0.278,0.292,0.293,34.3120673952969,34.499044729599
"Heyward, Jason",518792,2023,376,273,0.348,0.319,0.328,0.318,98.2575236941577,94.2061978085063
"Kelly, Merrill",518876,2021,51,27,0.113,0.113,0.152,0.158,4.95049965553479,5.27717862554597
"LeMahieu, DJ",518934,2020,213,172,0.429,0.366,0.364,0.375,63.4800829879643,65.936601699715
"LeMahieu, DJ",518934,2021,674,505,0.315,0.34,0.352,0.35,184.582317942949,183.169012107905
"LeMahieu, DJ",518934,2022,539,398,0.329,0.344,0.361,0.356,145.138880924192,141.936989927301
"LeMahieu, DJ",518934,2023,559,374,0.315,0.322,0.327,0.329,140.823590425605,141.797573093763
"Lucroy, Jonathan",518960,2021,22,16,0.351,0.29,0.32,0.338,4.94099724197185,5.33311017638647
"Moreland, Mitch",519048,2020,150,104,0.372,0.335,0.329,0.334,39.5978385999953,40.3401908026584
"Moreland, Mitch",519048,2021,252,174,0.3,0.297,0.303,0.296,62.4611581435547,60.6653466949369
"Moustakas, Mike",519058,2020,162,105,0.34,0.335,0.334,0.335,39.4488847014195,39.5971970116259
"Moustakas, Mike",519058,2021,206,138,0.284,0.276,0.276,0.283,42.9140638511456,44.3485424813148
"Moustakas, Mike",519058,2022,285,180,0.286,0.27,0.28,0.271,58.8026299025721,56.1603064202759
